paper_id,pmid,doi,title,abstract,publication_types,year,journal,authors,source_query,retrieval_batch,record_path
pmid-20578891,20578891,10.1089/thy.2010.1646,Genetic alterations in the phosphatidylinositol-3 kinase/Akt pathway in thyroid cancer.,"BACKGROUND: Aberrant activation of the phosphatidylinositol-3 kinase (PI3K)/Akt pathway plays a fundamental role in thyroid tumorigenesis, particularly in follicular thyroid cancer (FTC) and aggressive thyroid cancer, such as anaplastic thyroid cancer (ATC). As the drivers of this process, many genetic alterations activating the PI3K/Akt pathway have been identified in thyroid cancer in recent years.

SUMMARY: This review summarizes the current knowledge on major genetic alterations in the PI3K/Akt pathway. These include PIK3CA mutations and genomic amplification/copy gain, Ras mutations, PTEN mutations, RET/PTC and PPARgamma/Pax8 rearrangements, as well as amplification/copy gain of PIK3CB, PDK1, Akt, and various receptor tyrosine kinase genes. Most of these genetic alterations are particularly common in FTC and many of them are even more common in ATC; they are generally less common in papillary thyroid cancer (PTC), in which the MAP kinase (MAPK) pathway activated by the BRAF mutation instead plays a major role. Methylation and, thus, epigenetic silencing of PTEN, a major negative regulator of the PI3K/Akt pathway, occurs in close association with activating genetic alterations of the PI3K/Akt pathway, constituting a unique self-enhancement mechanism for this pathway. Many of these genetic alterations are mutually exclusive in differentiated thyroid tumors, but with increasing concurrence from benign tumors to FTC to ATC. RET/PTC, Ras, and receptor tyrosine kinase could dually activate the PI3K/Akt and MAPK pathways. Most cases of ATC harbor genetic alterations in these genes or other genetic combinations that can activate both pathways. It is proposed that genetic alterations in the PI3K/Akt pathway promote thyroid cell transformation to FTC and that genetic alterations in the MAPK pathway promote cell transformation to PTC; accumulation of multiple genetic alterations that can activate both pathways promotes thyroid cancer aggressiveness and progression to ATC.

CONCLUSIONS: Genetic alterations are common in the PI3K/Akt pathway in thyroid cancer and play a fundamental role in the tumorigenesis and progression of this cancer. This provides a strong basis for the emerging development of novel genetic-based diagnostic, prognostic, and therapeutic strategies for thyroid cancer.","Journal Article;Research Support, N.I.H., Extramural;Review",2010,Thyroid : official journal of the American Thyroid Association,Xing M,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR proteasom*[Title/Abstract] OR autophag*[Title/Abstract] OR lysosom*[Title/Abstract] OR sumoylat*[Title/Abstract] OR desumoylat*[Title/Abstract] OR phosphor*[Title/Abstract] OR acetylat*[Title/Abstract] OR methylat*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20578891.json
pmid-20508808,20508808,,A novel human CRYGD mutation in a juvenile autosomal dominant cataract.,"PURPOSE: Identification of causal mutation in the crystallin, connexin, and paired box gene 6 (PAX6) genes associated with childhood cataract in patients from India.

METHODS: In this study, forty eight members from seventeen families and 148 sporadic cases of childhood cataract were evaluated. Clinical and ophthalmologic examinations were performed on available affected and unaffected family members. Samples of genomic DNA were PCR amplified to screen for mutations in the candidate genes viz., alpha-A crystallin (CRYAA), beta- B2 crystallin (CRYBB2), gamma-A crystallin (CRYGA), gamma-B crystallin (CRYGB), gamma-C crystallin (CRYGC), gamma-D crystallin (CRYGD), gap junction alpha-3 (GJA3), gap junction alpha-8 (GJA8), and PAX6 based on polymerase chain reaction and single strand conformation polymorphism (PCR-SSCP) analysis. Samples showing any band mobility shift were subjected to bidirectional sequencing to confirm the variation. Co-segregation of the observed change with the disease phenotype was further tested by restriction fragment length polymorphism (RFLP) for the appropriate restriction site.

RESULTS: DNA sequencing analysis of CRYAA, CRYBB2, CRYGA-D, GJA3, GJA8, and PAX6 of the affected members of a family (C-35) showed a novel heterozygous missense mutation C>A at position 229 in CRYGD in three affected members of family C-35 with anterior polar coronary cataract. This variation C229A substitution created a novel restriction site for AluI and resulted in a substitution of highly conserved arginine at position 77 by serine (R77S). AluI restriction site analysis confirmed the transversion mutation. Analysis of the available unaffected members of the family (C-35) and 100 unrelated control subjects (200 chromosomes) of the same ethnic background did not show R77S variation. Data generated using ProtScale and PyMOL programs revealed that the mutation altered the stability and solvent-accessibility of the CRYGD protein.

CONCLUSIONS: We describe here a family having anterior polar coronary cataract that co-segregates with the novel allele R77S of CRYGD in all the affected members. The same was found to be absent in the ethnically matched controls (n=100) studied. Interestingly the residue Arg has been frequently implicated in four missense (R15C, R15S, R37S, and R59H) and in one truncation mutation (R140X) of CRYGD. In two of the reported mutations Arg residues have been replaced with Serine. This finding further expands the mutation spectrum of CRYGD in association with childhood cataract and demonstrates a possible mechanism of cataractogenesis. Screening of other familial (n=48) and sporadic (n=148) cases of childhood cataract, did not reveal any previously reported or novel mutation in the candidate genes screened.","Journal Article;Research Support, Non-U.S. Gov't",2010,Molecular vision,Roshan M;Vijaya PH;Lavanya GR;Shama PK;Santhiya ST;Graw J;Gopinath PM;Satyamoorthy K,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20508808.json
pmid-20495365,20495365,10.4161/cc.9.10.11533,The Quaking family of RNA-binding proteins: coordinators of the cell cycle and differentiation.,"Transcriptional and epigenetic control of gene expression is critical for cell fate specification, commitment and terminal differentiation during development. However, also regulatory RNAs and RNA-binding proteins have emerged as critical developmental regulators. They control various aspects of mRNA metabolism such as stability, translation, and localization, and similar to some transcriptional regulators, such as PAX5 and MYC, they can affect gene expression on a massive scale. Consistently, defects in many mRNA regulators have been implicated in a number of human disorders, including cancer. Quaking-related (QR) proteins are conserved RNA-binding proteins of the STAR (signal transduction and activation of RNA) family. QR proteins regulate expression of diverse mRNA targets by various mechanisms, play essential roles in a whole host of developmental decisions, and function as tumor suppressors. This review discusses several best-studied members of the QR family, their developmental functions, molecular mechanisms, representative mRNA targets, and their intriguing ability to coordinately control the cell cycle and a wide range of differentiation pathways.",Journal Article;Review,2010,"Cell cycle (Georgetown, Tex.)",Biedermann B;Hotz HR;Ciosk R,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20495365.json
pmid-20486844,20486844,10.3109/08860221003778049,PAX2 re-expression in renal tubular epithelial cells and correlation with renal interstitial fibrosis of rats with obstructive nephropathy.,"OBJECTIVE: To investigate the effect of paired box 2 (PAX2) gene re-expression in renal tubular epithelial cells on renal interstitial fibrosis in rats with obstructive nephropathy.

METHODS: Wistar rats were randomly divided into two groups: sham-operated group (sham group) and unilateral ureteral obstruction group (UUO group), 40 in each group. After the surgery, rats were killed at 3, 5, 7, and 14 days (n = 10 each) to remove and collect kidneys. Morphological changes of the kidney were determined by histopathology. Protein and mRNA expression of PAX2 in the kidney were determined by immunohistochemistry, Western blot and real-time polymerase chain reaction (PCR).

RESULTS: The new major findings of this study include the following: (1) Hematoxylin and Eosin (HE) and Masson staining revealed obvious renal interstitial fibrosis in UUO group; (2) increased PAX2 expression was found in renal tubular epithelial cells in UUO group by immunohistochemistry, but not in sham group; (3) by Western blot, a significant increase in PAX2 protein level in UUO group was detected 3d after the surgery when compared to sham group (p < 0.05), which continued to increase with prolonged obstruction; the same pattern was also found in PAX2 mRNA expression by real-time PCR in UUO group after the surgery; (4) PAX2 protein level was positively correlated with the severity of renal tubular damage (r = 0.937 and p < 0.05) and the level of renal interstitial fibrosis (r = 0.987 and p < 0.05).

CONCLUSION: In rats with obstructive nephropathy, embryonic development gene PAX2 is re-expressed in the renal tubules, which may participate in the pathogenesis of renal tubular damage and renal interstitial fibrosis.",Journal Article,2010,Renal failure,Li L;Wu Y;Zhang W,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20486844.json
pmid-20221250,20221250,10.1371/journal.pgen.1000870,Papillorenal syndrome-causing missense mutations in PAX2/Pax2 result in hypomorphic alleles in mouse and human.,"Papillorenal syndrome (PRS, also known as renal-coloboma syndrome) is an autosomal dominant disease characterized by potentially-blinding congenital optic nerve excavation and congenital kidney abnormalities. Many patients with PRS have mutations in the paired box transcription factor gene, PAX2. Although most mutations in PAX2 are predicted to result in complete loss of one allele's function, three missense mutations have been reported, raising the possibility that more subtle alterations in PAX2 function may be disease-causing. To date, the molecular behaviors of these mutations have not been explored. We describe a novel mouse model of PRS due to a missense mutation in a highly-conserved threonine residue in the paired domain of Pax2 (p.T74A) that recapitulates the ocular and kidney findings of patients. This mutation is in the Pax2 paired domain at the same location as two human missense mutations. We show that all three missense mutations disrupt potentially critical hydrogen bonds in atomic models and result in reduced Pax2 transactivation, but do not affect nuclear localization, steady state mRNA levels, or the ability of Pax2 to bind its DNA consensus sequence. Moreover, these mutations show reduced steady-state levels of Pax2 protein in vitro and (for p.T74A) in vivo, likely by reducing protein stability. These results suggest that hypomorphic alleles of PAX2/Pax2 can lead to significant disease in humans and mice.","Journal Article;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural",2010,PLoS genetics,Alur RP;Vijayasarathy C;Brown JD;Mehtani M;Onojafe IF;Sergeev YV;Boobalan E;Jones M;Tang K;Liu H;Xia CH;Gong X;Brooks BP,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract] OR trafficking[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20221250.json
pmid-20081364,20081364,10.4161/cc.9.3.10554,Yin Yang 1 overexpression in diffuse large B-cell lymphoma is associated with B-cell transformation and tumor progression.,"Yin Yang 1 (YY1), a multifunctional transcription factor, has been shown to be involved in the pathogenesis of several cancer types. However, its role in hematological malignancies has not yet been fully investigated. In the present study, using computational methods, we showed that YY1 transcript levels were significantly increased in the high-grade lymphomas, including Burkitt's lymphoma and diffuse large B-cell lymphoma (DLBCL), compared with those of both low-grade lymphomas and normal B-cells. The significant increase in gene expression resulted in a significant increase also at protein level in three NHL cell lines. The association of YY1 expression with some clinical-pathological features in DLBCL showed a positive correlation between a high level of YY1 mRNA and high levels of BCL-6 protein. Moreover, by analyzing the large series of DLBCL in the Hummel dataset, we identified the transcription factor PAX-5 among the top 50 genes positively correlated with YY1. These findings are also supported by the biological network analysis in which the top network, with the highest score, associated with YY1 expression levels in DLBCL is cellular movement, hematological system development and function, and immune response. overall these data suggest that YY1 is involved in B cells transformation which gives rise to high-grade lymphomas through a dysregulation in the normal development of B cells affecting cell cycle and cellular motility.","Journal Article;Research Support, Non-U.S. Gov't",2010,"Cell cycle (Georgetown, Tex.)",Castellano G;Torrisi E;Ligresti G;Nicoletti F;Malaponte G;Traval S;McCubrey JA;Canevari S;Libra M,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20081364.json
pmid-20032463,20032463,10.1074/jbc.M109.061861,Histone deacetylase 10 relieves repression on the melanogenic program by maintaining the deacetylation status of repressors.,"HDAC10 belongs to the class II histone deacetylase family; however, its functions remain enigmatic. We report here that the HDAC10 protein complex contained deacetylated chaperone protein hsc70, and HDAC10 relieved repression of melanogenesis by decreasing the repressional activity of two transcriptional regulators, paired box protein 3 (Pax3) and KRAB-associated protein 1 (KAP1). HDAC10 physically interacted with Pax3 and KAP1 in a ternary complex and maintained Pax3 and KAP1 in a deacetylated state. Deacetylated Pax3 and KAP1 derepressed promoters of microphthalmia-associated transcription factor (MITF) and melanocyte-specific tyrosinase-related protein 1 and 2 (TRP-1 and TRP-2), three genes of the melanogenesis cascade, in a trichostatin A-sensitive manner. Co-occupancy of melanogenic promoters by HDAC10, Pax3, and KAP1 only happened in cells of the melanocyte lineage, and KAP1 facilitated nuclear enrichment of HDAC10. Finally, cellular melanin content correlated directly with the expression level and activity of HDAC10. Our results not only show that HDAC10 regulates melanogenesis but also demonstrate that the transcriptional activities of Pax3 and KAP1 are intimately linked to their acetylation status.","Journal Article;Research Support, Non-U.S. Gov't",2010,The Journal of biological chemistry,Lai IL;Lin TP;Yao YL;Lin CY;Hsieh MJ;Yang WM,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (fold*[Title/Abstract] OR chaperon*[Title/Abstract] OR conformational[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR protein[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20032463.json
pmid-20017165,20017165,10.1002/pros.21099,The developmental expression profile of PAX2 in the murine prostate.,"BACKGROUND: Nine transcription factors comprise the PAX gene family that regulate organogenesis. The urogenital system of PAX2 null male mice fails to develop properly. PAX2 is overexpressed in PC3 cells. Therefore, PAX2 is implicated in both prostate organogenesis and cancer. However, the expression pattern/profile of PAX2 in the prostate is unknown.

METHODS: PAX2/5/8 expression was surveyed in E16.5 male urogenital sinus (UGS) by RT-PCR. Prostate samples from 10 developmental stages in C3H male mice were used in quantitative reverse-transcript PCR (Q-PCR) and Western blotting (WB). RT-PCR and WB measured PAX2 expression in prostatic lobes or UGS layers, to identify local-regional expression patterns. Cytoplasmic versus nuclear expression was examined by WB. A castration series in adult C3H male mice and R1881 treatment in serum-free LNCaP cells examined androgen control of PAX2.

RESULTS: PAX2 mRNA levels are higher in early developmental stages as compared to postpubertal prostates. RT-PCR and/or WB indicated a dorsal epithelial-nuclear localization of PAX2. PAX2 mRNA and protein increase postcastration. R1881 decreases expression of PAX2 mRNA in LNCaP cells as compared to controls.

CONCLUSIONS: The expression profile of PAX2 indicates that it may regulate early, androgen-independent stages of murine prostate development, particularly for dorsally derived prostate glands. PAX2 expression appears to be associated with a dorsally localized epithelial cell population that is castration insensitive and retains proliferative and differentiative potential. Such a population of cells may represent a subset of stem-like cells having some characteristics in common with castrate-resistant prostate cancer cells.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",2010,The Prostate,Chen Q;DeGraff DJ;Sikes RA,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract] OR trafficking[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20017165.json
pmid-19945468,19945468,10.1016/j.lfs.2009.11.011,Expression profile of Notch-1 in mechanically overloaded plantaris muscle of mice.,"AIM: We investigated the expression pattern of Notch-1 in normal and hypertrophied plantaris muscle of mice.

MAIN METHODS: We performed immunofluorescence of both Notch-1 and the Notch-1-linking molecules.

KEY FINDINGS: Immunofluorescence labeling revealed Notch-1 protein in Pax7-positive satellite cells during days 2-6. We observed clear co-localization between Notch-1 and myogenin (4.9+/-1.3%) in the hypertrophied muscle at 4days. Several mononuclei (possibly satellite cells) possessed both Notch-1 and Foxo1 in the plantaris muscle subjected to mechanical overloading (4.1+/-1.2%).

SIGNIFICANCE: Notch-1 may play an important role in the maintenance of quiescent satellite cells.","Journal Article;Research Support, Non-U.S. Gov't",2010,Life sciences,Akiho M;Nakashima H;Sakata M;Yamasa Y;Yamaguchi A;Sakuma K,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract] OR trafficking[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-19945468.json
pmid-19754672,19754672,10.1111/j.1582-4934.2009.00898.x,Acceleration of muscle regeneration by local injection of muscle-specific microRNAs in rat skeletal muscle injury model.,"MicroRNA (miRNA)s are a class of non-coding RNAs that regulate gene expression post-transcriptionally. Muscle-specific miRNA, miRNA (miR)-1, miR-133 and miR-206 play a crucial role in the regulation of muscle development and homeostasis. Muscle injuries are a common musculoskeletal disorder, and the most effective treatment has not been established yet. The purpose of this study was to demonstrate that a local injection of double-stranded (ds) miR-1, miR-133 and 206 can accelerate muscle regeneration in a rat skeletal muscle injury model. After the laceration of the rat tibialis anterior muscle, ds miR-1, 133 and 206 mixture mediated atelocollagen was injected into the injured site. The control group was injected with control siRNA. At 1 week after injury, an injection of miRNAs could enhance muscle regeneration morphologically and physiologically, and prevent fibrosis effectively compared to the control siRNA. Administration of exogenous miR-1, 133 and 206 can induce expression of myogenic markers, MyoD1, myogenin and Pax7 in mRNA and expression in the protein level at 3 and 7 days after injury. The combination of miR-1, 133 and 206 can promote myotube differentiation, and the expression of MyoD1, myogenin and Pax7 were up-regulated in C2C12 cells in vitro. Local injection of miR-1, 133 and 206 could be a novel therapeutic strategy in the treatment of skeletal muscle injury.","Journal Article;Research Support, Non-U.S. Gov't",2010,Journal of cellular and molecular medicine,Nakasa T;Ishikawa M;Shi M;Shibuya H;Adachi N;Ochi M,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-19754672.json
pmid-20066894,20066894,10.3727/096504009789954672,Identification of genes with differential expression in chemoresistant epithelial ovarian cancer using high-density oligonucleotide microarrays.,"A major obstacle in treatment of epithelial ovarian cancer is chemoresistance. The aim of this study was to determine whether distinct gene expression profiles are associated with chemoresistance in epithelial ovarian carcinoma. We performed global gene expression analysis in 13 primary epithelial ovarian cancer tissues including 5 primary chemosensitive tumors and 8 primary chemoresistant tumors using Affymetrix HGU133A microarray. The gene expression patterns of chemosensitive tumors were compared with those of chemoresistant tumors using fold change. Validity of microarray results was examined by semiquantitative RT-PCR. We identified over 320 genes differentially expressed in chemoresistant epithelial ovarian cancer (> or = twofold). Upregulated genes in chemoresistant tumors included cell cycle regulating genes (TOP2A, BCAT1, CDCA8, CCNA2, CENPE), and genes with previously known mechanisms in tumorigenesis (S100A9, APOA1, RNF125, IFI16). Downregulated genes in chemoresistant tumors included genes related to cell adhesion (MUC5B, CITED2), transcription regulating genes (FOXD1, MAD1L1, PAX2), genes involving signal transduction (SOSTDC1, SNX1, SFRP1, FOXA2, PLK2), and stress protein gene (TP53AP1). These data show that gene expression profiling can discriminate primary chemoresistant from primary chemosensitive ovarian cancers. This type of molecular profiling could provide a basis for additional functional studies.","Journal Article;Research Support, Non-U.S. Gov't",2009,Oncology research,Ju W;Yoo BC;Kim IJ;Kim JW;Kim SC;Lee HP,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (fold*[Title/Abstract] OR chaperon*[Title/Abstract] OR conformational[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR protein[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20066894.json
pmid-20025506,20025506,10.1089/hyb.2009.0039,Generation of a rat monoclonal antibody specific for Pax7.,"Pax7 is a nuclear localization protein, well known as a member of the paired box family. It is expressed at a very early stage of muscle differentiation and is also found in muscle satellite cells that are recognized as muscle stem cells. Pax7 is also recognized as a tumor cell marker since it is greatly expressed in various types of tumor cells. Pax7 has homology among other paired family members and is not easy to distinguish one from the others. In this study, we report on the establishment of monoclonal antibodies (MAb) against Pax7 using a rat medial iliac lymph node method. The quality of the antibody was examined by immunoblotting analysis. It was confirmed that the antibody can specifically recognize the Pax7 protein. It was also revealed that the MAb antibody successfully recognizes the nuclear localized Pax7 protein in Ewing's sarcoma cells by immunocytochemistry. The antibody can clearly show the regions of euchromatin and heterochromatin where hoechst is positive.","Journal Article;Research Support, Non-U.S. Gov't",2009,Hybridoma (2005),Harada A;Okada S;Saiwai H;Aoki M;Nakamura M;Ohkawa Y,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract] OR trafficking[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-20025506.json
pmid-19877269,19877269,10.1002/dvdy.22126,The metalloendopeptidase gene Pitrm1 is regulated by hedgehog signaling in the developing mouse limb and is expressed in muscle progenitors.,"Pitrm1 is a zinc metalloendopeptidase that has been implicated in Alzheimer's disease and mitochondrial peptide degradation, but to date no major role in embryonic development has been documented. In a screen for genes regulated by hedgehog signaling in the mouse limb, we showed that expression of Pitrm1 is upregulated in response to loss of the Gli3 transcription factor. Here we confirm spatial changes in Pitrm1 expression in the Gli3 mutant mouse limb and examine Pitrm1 expression in Shh null and Ptch1 conditional deletion mouse mutants. In wild-type mice, Pitrm1 is expressed in a number of developing tissues known to be patterned by Sonic hedgehog, including the limbs, face, cortex, hippocampus, cerebellum, tectum, sub-mandibular gland, lung, genital tubercle, hair follicles, and the enamel knot of the teeth. Additionally, Pitrm1 is expressed in Pax3-expressing myoblast progenitors in the limb, the dermomyotome, and developing muscles of the face and torso.","Journal Article;Research Support, Non-U.S. Gov't",2009,Developmental dynamics : an official publication of the American Association of Anatomists,Town L;McGlinn E;Fiorenza S;Metzis V;Butterfield NC;Richman JM;Wicking C,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-19877269.json
